Artist	Title	Label	Number	Matrix	Year	link_MP3
http://www.jazz-on-line.com/a/mp3o/EDI3584-C.mp3	Helen Clark - Chorus - O	I Didn't Raise My Boy To Be A Soldier (al Piantadosi)	EDISON	BA 2580	3584-C		
http://www.jazz-on-line.com/a/mp3e/DEC27018X.mp3	Bing Crosby	I Didn't Slip, I Wasn't Pushed, I Fell	DECCA	27018			
http://www.jazz-on-line.com/a/mp3w/1950_199.mp3	Doris Day Feat. George Wyle's Orchestra With The Mellomen	I Didn't Slip-i Wasn't Pushed-i Fell	COLUMBIA	38818	HCO4030	1950	
http://www.jazz-on-line.com/a/mp3d/OkeC-3677-1.mp3	Count Basie And His Orchestra	I Do Mean You	Okeh	6180	C-3677-1	1941	
http://www.jazz-on-line.com/a/mp3c/NATNSC409-B.mp3	Billy Eckstine	I Do, Do You?	NATIONAL		NSC409-B	1948	
http://www.jazz-on-line.com/a/mp3w/1941_237.mp3	Dinah Shore	I Do, Do You?	BLUEBIRD	11003	058249	1941	
http://www.jazz-on-line.com/a/mp3c/BLU058806.mp3	Glenn Miller & His Orch	I Do, Do You? (vre)	BLUEBIRD	11020-A	058806	1940	
http://www.jazz-on-line.com/a/mp3a/MER5396x.mp3	Patti Page	I Don't Care If The Sun Don't Shine	MERCURY	5396			
http://www.jazz-on-line.com/a/mp3w/1950_085.mp3	Patti Page	I Don't Care If The Sun Don't Shine	MERCURY	5396		1950	
http://www.jazz-on-line.com/a/mp3w/1956_395.mp3	Elvis Presley	I Don't Care If The Sun Don't Shine	RCA	EPA-965		1956	
http://www.jazz-on-line.com/a/mp3e/DEC74210.mp3	Buddy Johnson And His Orch.	I Don't Care Who Knows	DECCA	48088	74210	1947	
http://www.jazz-on-line.com/a/mp3c/MGM48S85.mp3	Joe Turner	I Don't Dig It	MGM	10397	48S85	1948	
http://www.jazz-on-line.com/a/mp3b/DEC66896.mp3	Blue Lu Barker & Fly Cats	I Don't Dig You, Jack	DECCA	7770	66896	1939	
http://www.jazz-on-line.com/a/mp3a/CHE1531x.mp3	Willie Mabon	I Don't Know	CHESS	CHES1531			
http://www.jazz-on-line.com/a/mp3b/HITCR347.mp3	Cootie Williams Sextet	I Don't Know	HIT OF THE WEEK	8090	CR347	1944	
http://www.jazz-on-line.com/a/mp3c/VOC13232.mp3	Fletcher Henderson & His Orch	I Don't Know And I Don't Care	VOCALION	14828B	13232	1924	
http://www.jazz-on-line.com/a/mp3a/DEC18834B.mp3	Mills Brothers	I Don't Know Enough About You	DECCA	18834B			
http://www.jazz-on-line.com/a/mp3w/1946_083.mp3	Mills Brothers	I Don't Know Enough About You	DECCA	18834B		1946	
http://www.jazz-on-line.com/a/mp3w/1946_080.mp3	Peggy Lee	I Don't Know Enough About You	Capitol	236		1946	
http://www.jazz-on-line.com/a/mp3w/1946_175.mp3	Benny Goodman And His Orchestra Feat. Art Lund	I Don't Know Enough About You	COLUMBIA	37053	HCO1684-1	1946	Nate Kazebier, Bernie Privin, Brody Schroff, John Best (tp), Lou McGarity, Eddie Benson, Dick LeFave (tb), Benny Goodman (cl), Bill Shine, Gerald Sanfino (as), Stan Getz, Gish Gilberton (ts), Danny Bank (bar), Mel Powell (p), Mike Bryan (g), Barney Spieler (sb), Ralph Collier (dm)
http://www.jazz-on-line.com/a/mp3a/DEC61965.mp3	Executor And Gerald Clark	I Don't Know How The Young Men Living	DECCA	17301B	61965	1937	
http://www.jazz-on-line.com/a/mp3d/Dec73590.mp3	Andy Kirk And His Orchestra	I Don't Know What I'd Do Without You	Decca	18916	73590	1946	
http://www.jazz-on-line.com/a/mp3b/VIC061943.mp3	Duke Ellington & His Orch	I Don't Know What Kind Of Blues I Got	VICTOR	27804A	061943	1941	
http://www.jazz-on-line.com/a/mp3o/KINK2816.mp3	Moon Mullican	I Don't Know What To Do	KING	5473	K2816		
http://www.jazz-on-line.com/a/mp3w/1906_043.mp3	Arthur Collins	I Don't Know Where I'm Goin', But I'm On My Way	VICTOR	4804		1906	
http://www.jazz-on-line.com/a/mp3b/COL77184.mp3	Peerless Qt	I Don't Know Where I'm Going But I'm On My Way	COLUMBIA	A-2329	77184	1917	
http://www.jazz-on-line.com/a/mp3e/AME031383.mp3	Arthur Collins	I Don't Know Where I'm Going But I'm On My Way	AMERICA	AM31383	031383	1906	
http://www.jazz-on-line.com/a/mp3a/VIC67545.mp3	Wayne King And His Orch	I Don't Know Why	VICTOR	22817	67545	1931	
http://www.jazz-on-line.com/a/mp3c/CAP1028.mp3	King Cole Trio	I Don't Know Why	CAPITOL		1028		
http://www.jazz-on-line.com/a/mp3c/DEC23590IDK.mp3	Eddie Heywood	I Don't Know Why	DECCA	23590			
http://www.jazz-on-line.com/a/mp3c/COLCO44023.mp3	Erroll Garner Trio	I Don't Know Why	COLUMBIA	39168	CO44023	1950	
http://www.jazz-on-line.com/a/mp3b/MAJT588.mp3	Demarco Sisters+bud Freeman	I Don't Know Why	MAJESTIC	7194	T588	1945	
http://www.jazz-on-line.com/a/mp3b/COLW151787.mp3	Kate Smith	I Don't Know Why	COLUMBIA	2539	W151787	1931	
http://www.jazz-on-line.com/a/mp3e/DECL4175.mp3	Andrews Sisters - V. Schoen	I Don't Know Why	DECCA	18899A	L4175	1946	
http://www.jazz-on-line.com/a/mp3w/1931_181.mp3	Kate Smith	I Don't Know Why	COLUMBIA	2539	W151787	1931	
http://www.jazz-on-line.com/a/mp3w/1946_228.mp3	Andrews Sisters	I Don't Know Why	DECCA	18899A	L4175	1946	
http://www.jazz-on-line.com/a/mp3w/1946_218.mp3	Tommy Dorsey And His Orchestra Feat. Stuart Foster	I Don't Know Why (i Just Do)	VICTOR	1901		1946	
http://www.jazz-on-line.com/a/mp3c/SAVS59048.mp3	Don Byas Qt	I Don't Know Why (v Teddy Reig)	SAVOY	609A	S59048	1946	
http://www.jazz-on-line.com/a/mp3b/COLC1199.mp3	Duke Ellington & His Orch	I Don't Know Why I Love You So	COLUMBIA	37296	C1199	1936	
http://www.jazz-on-line.com/a/mp3w/1902_030.mp3	Bert Williams	I Don't Like That Face You Wear	MONARCH	V-0987	0987	1902	
http://www.jazz-on-line.com/a/mp3c/COLW143028.mp3	Gid Tanner Skillet Lickers	I Don't Love Nobody	COLUMBIA	15123 D	W143028	1926	
http://www.jazz-on-line.com/a/mp3c/VOCDAL262.mp3	Lee O'daniel Hillbilly Boys	I Don't Mind	VOCALION	4542	DAL262	1937	
http://www.jazz-on-line.com/a/mp3c/VIC63631-1.mp3	Bix Beiderbecke & His Orch	I Don't Mind Walking In The Rain	VICTOR	23008	63631-1	1930	
http://www.jazz-on-line.com/a/mp3w/1949_098.mp3	Perry Como Feat. Mitchell Ayres' Orchestra	I Don't See Me In Your Eyes Anymore	RCA Victor	78-3347		1949	
http://www.jazz-on-line.com/a/mp3a/MUS5417.mp3	Artie Shaw And His Orchestra	I Don't Stand A Ghost Of A Chance	MUSICRAFT	357	5417	1945	
http://www.jazz-on-line.com/a/mp3c/VARUS1403-1.mp3	Frankie Trumbauer Orch	I Don't Stand A Ghost Of A Chance	VARSITY	8256	US1403-1	1940	
http://www.jazz-on-line.com/a/mp3c/VOCW24821.mp3	Mildred Bailey	I Don't Stand A Ghost Of A Chance	VOCALION	5086	W24821	1939	
http://www.jazz-on-line.com/a/mp3c/SAVB4407.mp3	Erroll Garner	I Don't Stand A Ghost Of A Chance	SAVOY	724	B4407	1949	
http://www.jazz-on-line.com/a/mp3b/VIC049935-1.mp3	Lionel Hampton & His Orch	I Don't Stand A Ghost Of A Chance	VICTOR	26696	049935-1	1940	
http://www.jazz-on-line.com/a/mp3b/CONS3277.mp3	Cozy Cole & His Orchestra	I Don't Stand A Ghost Of A Chance	CONTIN	T6000	S3277	1945	
http://www.jazz-on-line.com/a/mp3d/Vic049935-1.mp3	Lionel Hampton And His Orchestra	I Don't Stand A Ghost Of A Chance	Victor	26696	049935-1	19401	
http://www.jazz-on-line.com/a/mp3c/MGM48S517.mp3	Sarah Vaughan	I Don't Stand A Ghost Of A Chance With You	MGM	30341	48S517		
http://www.jazz-on-line.com/a/mp3d/Dec66878-A.mp3	Andy Kirk And His Twelve Clouds Of Joy	I Don't Stand A Ghost Of A Chance With You	Decca	2915	66878-A	1939	
http://www.jazz-on-line.com/a/mp3w/1956_400.mp3	Woody Herman And His Orchestra	I Don't Want Nobody (to Have My Love But You)	Capitol	3488		1956	
http://www.jazz-on-line.com/a/mp3b/GENX0033.mp3	Sterling Trio	I Don't Want The World	GENNETT	3279	X0033	1926	
http://www.jazz-on-line.com/a/mp3c/COLCO35109.mp3	Gene Krupa & His Orch	I Don't Want To Be Loved	COLUMBIA	36862	CO35109	1945	
http://www.jazz-on-line.com/a/mp3c/MAJT522.mp3	Louis Prima & His Orchestra	I Don't Want To Be Loved	MAJESTIC	7141	T522	1945	
http://www.jazz-on-line.com/a/mp3a/COLW141836.mp3	Art Gillam	I Don't Want To Forget	COLUMBIA	842 D	W141836	1926	
http://www.jazz-on-line.com/a/mp3w/1918_118.mp3	Van And Schenck	I Don't Want To Get Well	VICTOR	18413B	20939-3	1918	
http://www.jazz-on-line.com/a/mp3e/V-D356B1.mp3	The Three Suns (artie Dunn Voc.)	I Don't Want To Love You	V-DISC	356B1			
http://www.jazz-on-line.com/a/mp3w/1945_200.mp3	Phil Brito Feat. O/paul Lavalle	I Don't Want To Love You (like I Do)	MUSICRAFT	15018		1945	
http://www.jazz-on-line.com/a/mp3c/VOC18817.mp3	Stuff Smith & Onyx Club Boys	I Don't Want To Make History	VOCALION	3200	18817	1936	
http://www.jazz-on-line.com/a/mp3h/BLU101134-1.mp3	Stew Pletcher And His Orchestra	I Don't Want To Make History	BLUEBIRD	6344	101134-1	1936	
http://www.jazz-on-line.com/a/mp3a/COLCCO3910-1.mp3	Horace Heidt And His Knights	I Don't Want To Set The World On Fire	COLUMBIA	36295	CCO3910-1	1941	
http://www.jazz-on-line.com/a/mp3c/BLU047796.mp3	Harlan Leonard & His Rockets	I Don't Want To Set The World On Fire	BLUEBIRD	10919	047796	1940	
http://www.jazz-on-line.com/a/mp3b/DEC69557-A.mp3	Bon Bon & His Buddies	I Don't Want To Set The World On Fire	DECCA	3980A	69557-A	1941	
http://www.jazz-on-line.com/a/mp3o/DEC69660.mp3	Ink Spots	I Don't Want To Set The World On Fire	DECCA	3987A	69660	1941	
http://www.jazz-on-line.com/a/mp3r/RiCol36295.mp3	Horace Heidt & His Musical Knights	I Don't Want To Set The World On Fire	Columbia	36295		1941	
http://www.jazz-on-line.com/a/mp3w/1941_033.mp3	Ink Spots	I Don't Want To Set The World On Fire	DECCA	3987A	69660	1941	
http://www.jazz-on-line.com/a/mp3w/1941_163.mp3	Mitchell Ayres And His Fashions In Music Feat. V/johnny Bond	I Don't Want To Set The World On Fire	Bluebird	11275	067670-2	1941	
http://www.jazz-on-line.com./a/mp3o/COLLEHO.mp3	Les Elgart & His Orchestra	I Don't Want To Set The World On Fire	COLUMBIA	40326	CO51663	1954	
http://www.jazz-on-line.com/a/mp3a/OKE30764-1.mp3	Tommy Tucker Orch (va.arnett)	I Don't Want To Set The World On Fire (va.arnett)	OKEH	6320	30764-1	1941	
http://www.jazz-on-line.com/a/mp3w/1952_232.mp3	Eddy Howard And His Orchestra	I Don't Want To Take A Chance	MERCURY	5871	YB4674	1952	
http://www.jazz-on-line.com/a/mp3a/COLCO31954.mp3	Harry James And His Orch	I Don't Want To Walk Without You	COLUMBIA	36478	CO31954	1941	
http://www.jazz-on-line.com/a/mp3c/DECDLA2859.mp3	Bing Crosby - J.s.trotter Orch	I Don't Want To Walk Without You	DECCA	4184A	DLA2859	1942	
http://www.jazz-on-line.com/a/mp3b/BLU068713-1.mp3	Erskine Hawkins	I Don't Want To Walk Without You	BLUEBIRD	11439	068713-1	1941	
http://www.jazz-on-line.com/a/mp3r/RiVic27746i.mp3	Artie Shaw And His Orchestra	I Don't Want To Walk Without You	Victor	27746	068806-1	1941	
http://www.jazz-on-line.com/a/mp3w/1942_084.mp3	Dinah Shore	I Don't Want To Walk Without You	Bluebird	11423		1942	
http://www.jazz-on-line.com/a/mp3e/DEC71270.mp3	Buddy Johnson And His Band	I Done Found Out	DECCA	8647	71270	1942	
http://www.jazz-on-line.com/a/mp3e/CBS22722-2.mp3	Bud Freeman's Trio	I Dont Believe It	CBS	CM504	22722-2	1938	
http://www.jazz-on-line.com/a/mp3a/CBS22131-1.mp3	Russ Morgan And His Orchestra Vocal Bernice Parkes	I Double Dare You	CBS	BR8037	22131-1	1937	
http://www.jazz-on-line.com/a/mp3c/VIC017742-1.mp3	Larry Clinton & His Orchestra	I Double Dare You	VICTOR	25740	017742-1	1937	
http://www.jazz-on-line.com/a/mp3c/DEC62711-AB.mp3	Woody Herman & His Orchestra	I Double Dare You	DECCA	1523	62711-AB	1937	
http://www.jazz-on-line.com/a/mp3r/RiVic25740.mp3	Larry Clinton & His Orchestra	I Double Dare You	Victor	25740		1937	
http://www.jazz-on-line.com/a/mp3b/dECDLA-1136-A.mp3	Louis Armstrong And His Orchestra	I Double Dare You	Decca	1636	DLA-1136-A	1938	
http://www.jazz-on-line.com/a/mp3w/1937_327.mp3	Woody Herman And His Orchestra	I Double Dare You	DECCA	1523	62711-AB	1937	
http://www.jazz-on-line.com/a/mp3w/1938_337.mp3	Louis Armstrong	I Double Dare You	Decca	1636	DLA-1136-A	1938	
http://www.jazz-on-line.com/a/mp3w/1938_095.mp3	Larry Clinton And His Orchestra Feat. Bea Wain	I Double Dare You	VICTOR	25740	017742-1	1938	
http://www.jazz-on-line.com/a/mp3d/DecL-3096-A.mp3	Jimmie Lunceford And His Orchestra	I Dream A Lot About You	Decca	18618	L-3096-A	1942	
http://www.jazz-on-line.com/a/mp3d/ColLA1988.mp3	Martha Raye With Dave Rose Orchestra 	I Dream Of Jeannie 	Columbia	35305	LA1988	1939	
http://www.jazz-on-line.com/a/mp3c/VIC036501-3.mp3	Maxine Sullivan	I Dream Of Jeannie With The Light Brown Hair	VICTOR	26260	036501-3	1939	
http://www.jazz-on-line.com/a/mp3b/BruWC2577.mp3	Gene Krupa And His Orchestra	I Dream Of Jeannie With The Light Brown Hair	Brunswick	8387	WC2577	1939	
http://www.jazz-on-line.com/a/mp3b/Joh122.mp3	Ambrose And His Orchestra	I Dream Of San Marino (v Sam Browne)	Decca	F-6200	TB-2637-1	1936	
http://www.jazz-on-line.com/a/mp3a/COLCO33928.mp3	Frank Sinatra	I Dream Of You	COLUMBIA	36762	CO33928	1944	
http://www.jazz-on-line.com/a/mp3a/RCAD4VB1031.mp3	Tommy Dorsey And His Orchestra	I Dream Of You	RCA	20-1608	D4VB1031	1944	
http://www.jazz-on-line.com/a/mp3e/V-D337B2.mp3	Andy Russell	I Dream Of You	V-DISC	337B2			
http://www.jazz-on-line.com/a/mp3w/1945_080.mp3	Frank Sinatra	I Dream Of You	COLUMBIA	36762	CO33928	1945	
http://www.jazz-on-line.com/a/mp3w/1945_143.mp3	Perry Como	I Dream Of You	VICTOR	1629		1945	
http://www.jazz-on-line.com/a/mp3w/1945_044.mp3	Tommy Dorsey And His Orchestra Feat. Freddy Stewart	I Dream Of You	VICTOR	1608		1945	
http://www.jazz-on-line.com/a/mp3a/BLU058888.mp3	Glenn Miller And His Orch	I Dreamt I Dwelt In Harlem	BLUEBIRD	11063	058888	1941	
http://www.jazz-on-line.com/a/mp3a/VIC019658-1.mp3	Larry Clinton And His Orchestra	I Dreamt I Dwelt In Marble Halls	VICTOR	25789	019658-1	1938	
http://www.jazz-on-line.com/a/mp3w/1945_254.mp3	Eugenie Baird And Mel Torme	I Fall In Love Too Easily	DECCA	18707A	L3818	1945	
http://www.jazz-on-line.com/a/mp3t/TS481777.mp3	Anita O'day	I Fall In Love Too Easily	Verve	MGV2000	2559-10	1955	acc. by Paul Smith (p), Barney Kessel (g), Joe Mondragon (sb), Alvin Stoller (dm), Corky Hale (harp), strings. Buddy Bregman (arr, dir)
http://www.jazz-on-line.com/a/mp3c/GUIG552.mp3	Georgie Auld & His Orchestra	I Fall In Love Too Easily (v Gordon Drake)	GUILDE	116	G552	1945	
http://www.jazz-on-line.com/a/mp3w/1938_061.mp3	Jimmy Dorsey And His Orchestra	I Fall In Love With You Every Day	DECCA	1671	63204	1938	
http://www.jazz-on-line.com/a/mp3c/DEC63204.mp3	Jimmy Dorsey & His Orch.	I Fall In Love With You Every Day (vbe)	DECCA	1671	63204	1938	
http://www.jazz-on-line.com/a/mp3a/VIC21832-A.mp3	George Olsen And His Music	I Faw Down An' Go Boom	Victor	21832-A			
http://www.jazz-on-line.com/a/mp3c/BAN8419.mp3	Campus Boys	I Faw Down An' Go Boom	BANNER	6257	8419	1928	
http://www.jazz-on-line.com/a/mp3b/VIC49689-2.mp3	Eddie Cantor	I Faw Down And Go Boom	VICTOR	21862	49689-2	1929	
http://www.jazz-on-line.com/a/mp3w/1929_174.mp3	Eddie Cantor Feat. D/nat Shilkret	I Faw Down And Go Boom	VICTOR	21862	49689-2	1929	
http://www.jazz-on-line.com/a/mp3b/Joh074.mp3	Jack Payne And His Bbc Dance Orchestra	I Faw Down An’ Go Boom (v Jack Payne & Bob Busby & Bob Manning)	Columbia	5360	WA-8862-2	1929	
http://www.jazz-on-line.com/a/mp3c/BRULA1067.mp3	Frances Langford	I Feel A Song Coming On	BRUNSWICK	7512	LA1067	1935	
http://www.jazz-on-line.com/a/mp3l/BRU17683-1.mp3	Leo Reisman & His Orch	I Feel A Song Coming On	BRUNSWICK	7483	17683-1	1935	
http://www.jazz-on-line.com/a/mp3a/VIC21034-B.mp3	George Olsen And His Music	I Feel At Home With You	Victor	21034-B			
http://www.jazz-on-line.com/a/mp3b/BRU18517-1.mp3	Teddy Wilson's Orchestra	I Feel Like A Feather In The Breeze	BRUNSWICK	7599	18517-1	1936	
http://www.jazz-on-line.com/a/mp3w/1936_043.mp3	Jan Garber And His Orchestra	I Feel Like A Feather In The Breeze	Decca	647		1936	
http://www.jazz-on-line.com/a/mp3a/COL30156x.mp3	Big Three Trio	I Feel Like Steppin' Out	COLUMBIA	30156		1949	
http://www.jazz-on-line.com/a/mp3a/COLC4085.mp3	Big Bill	I Feel So Good	COLUMBIA	37088	C4085	1941	
http://www.jazz-on-line.com/a/mp3a/VIC20923-B.mp3	Johnny Hamp's Kentucky Serenade	I Fell Head Over Heels In L	Victor	20923-B			
http://www.jazz-on-line.com/a/mp3o/HAR540-Hx.mp3	Harmonians	I Fell Head Over Heels In L	Harmony	540-H			
http://www.jazz-on-line.com/a/mp3w/1927_061.mp3	Johnny Hamp's Kentucky Serenaders	I Fell Head Over Heels In Love	VICTOR	20923	39149-3	1927	Hal White (vo, vn), Lester Brewer, Clayton Tewkesbury (tp), William Benedict (tb), Ray Stillson, Cliff Gamet (cl, as), Howard Bartlett (cl, ss, ts), Charles Buckwalter (p), Frank Masterson (bj, g), Elwood Groff (bb), John Strouse (dm), Johnny Hamp (dir)
http://www.jazz-on-line.com/a/mp3c/DEC67706.mp3	Ella Fitzgerald & Her Orch	I Fell In Love With A Dream	DECCA	3199B	67706	1940	
http://www.jazz-on-line.com/a/mp3d/Vic62346-2.mp3	Herny ''red'' Allen And His New York Orchestra	I Fell In Love With You	Victor	23338	62346-2	1930	
http://www.jazz-on-line.com/a/mp3b/BRU18295-1.mp3	Teddy Wilson And His Orchestra	I Found A Dream	BRUNSWICK	7572	B-18295-1	1935	
http://www.jazz-on-line.com/a/mp3a/BRULA1043-B.mp3	Bing Crosby	I Found A Million Dollar Baby	BRUNSWICK	6140	LA1043-B	1931	
http://www.jazz-on-line.com/a/mp3a/VIC53080-2.mp3	Waring's Pennsylvanians	I Found A Million Dollar Baby	VICTOR	22707	53080-2	1931	
http://www.jazz-on-line.com/a/mp3r/RiVic22707.mp3	Waring's Pennsylvanians	I Found A Million Dollar Baby	Victor	22707		1931	
http://www.jazz-on-line.com/a/mp3b/BRU36827.mp3	Victor Young & His Orch	I Found A Million Dollar Baby (v Boswell Sisters)	BRUNSWICK	6128	36827	1931	
http://www.jazz-on-line.com/a/mp3a/COLW151574-1.mp3	Paul Specht And His Orch	I Found A Million Dollar Baby (vj.morris)	COLUMBIA	2482 D	W151574-1	1931	
http://www.jazz-on-line.com/a/mp3w/1931_019.mp3	Bing Crosby	I Found A Million-dollar Baby	Brunswick	6140	LA1043-B	1931	
http://www.jazz-on-line.com/a/mp3w/1931_042.mp3	Boswell Sisters Feat. Victor Young's Orchestra	I Found A Million-dollar Baby	BRUNSWICK	6128		1931	
http://www.jazz-on-line.com/a/mp3a/COLCO30422-2.mp3	Benny Goodman And His Sextet Feauting Count Basie	I Found A New Baby	COLUMBIA	36039	CO-29514-1	1941	
http://www.jazz-on-line.com/a/mp3c/COLCO29514-1.mp3	Benny Goodman Sextet	I Found A New Baby	COLUMBIA	36721	CO29514-1	1941	
http://www.jazz-on-line.com/a/mp3c/SUNSRC126.mp3	Willie Smith Sextet	I Found A New Baby	SUNSET	7560	SRC126	1945	
http://www.jazz-on-line.com/a/mp3c/VOC21507.mp3	Erskine Hawkins Bama St.coll.	I Found A New Baby	VOCALION	3668	21507	1937	
http://www.jazz-on-line.com/a/mp3c/ASCMA715.mp3	Mary Lou Williams Trio	I Found A New Baby	ASCH	351-3	MA715	1944	
http://www.jazz-on-line.com/a/mp3e/BAN6552-6.mp3	Dixie Washboard Band	I Found A New Baby	BANNER	1781	6552-6	1926	
http://www.jazz-on-line.com/a/mp3w/1934_282.mp3	Mills Brothers	I Found A New Baby	BANNER	33254	LA132-A	1934	
http://www.jazz-on-line.com/a/mp3w/1939_246.mp3	Harry James And His Orchestra	I Found A New Baby	BRUNSWICK	8406	24691-A	1939	
http://www.jazz-on-line.com/a/mp3d/Har141526-3.mp3	The Dixie Stompers	I Found A New Baby	Harmony	121-H	141526-3	1926	
http://www.jazz-on-line.com/a/mp3e/BruB-24691-A.mp3	Harry James And His Orchestra	I Found A New Baby	Brunswick	8406	B-24691-A	1939	
http://www.jazz-on-line.com/a/mp3c/BRULA34.mp3	Mae West	I Found A New Way To Go To Town	BRUNSWICK	6675	LA34	1933	
http://www.jazz-on-line.com/a/mp3c/VIC78264-1.mp3	Ramona & Roy Bargy	I Found A New Way To Go To Town	VICTOR	24440	78264-1	1933	
http://www.jazz-on-line.com/a/mp3w/1921_066.mp3	Sterling Trio	I Found A Rose In The Devil's Garden	VICTOR	18746	25103	1921	
http://www.jazz-on-line.com/a/mp3w/1921_092.mp3	Sam Ash Feat. Milton Watson	I Found A Rose In The Devil's Garden	COLUMBIA	3374		1921	
http://www.jazz-on-line.com/a/mp3c/DEC64576.mp3	Chick Webb & His Orchestra	I Found My Yellow Basket	DECCA	2148A	64576	1938	
http://www.jazz-on-line.com/a/mp3b/Dec64576-A.mp3	Chick Webb And His Orchestra With Ella Fitzgerald	I Found My Yellow Basket	Decca	2148	64576-A  	1938	
http://www.jazz-on-line.com/a/mp3w/1938_062.mp3	Ella Fitzgerald Feat. Chick Webb Orchestra	I Found My Yellow Basket	DECCA	2148		1938	
http://www.jazz-on-line.com/a/mp3c/COL78685.mp3	Al Jolson	I Gave Her That	COLUMBIA	A-2835	78685	1919	
http://www.jazz-on-line.com/a/mp3w/1920_069.mp3	Al Jolson	I Gave Her That	COLUMBIA	A-2835	78685	1920	
http://www.jazz-on-line.com/a/mp3w/1935_291.mp3	Leo Reisman And His Orchestra	I Get A Kick Out Of You	Brunswick	7332	16355-A	1935	
http://www.jazz-on-line.com/a/mp3a/VIC84771.mp3	Paul Whiteman And His Orch	I Get A Kick Out Of You	VICTOR	24769	84771	1934	
http://www.jazz-on-line.com/a/mp3c/BRU16397.mp3	Ethel Merman W- Johnny Green	I Get A Kick Out Of You	BRUNSWICK	7342	16397	1934	
http://www.jazz-on-line.com/a/mp3c/DEC75642.mp3	Artie Shaw And His Orchestra	I Get A Kick Out Of You	DECCA	24869	75642	1950	
http://www.jazz-on-line.com/a/mp3d/PatCPT-2143-1.mp3	Patrick Et Son Orchestre De Danse (with Django Reinhardt)	I Get A Kick Out Of You	Pathé	PA-669	CPT-2143-1	1935	
http://www.jazz-on-line.com/a/mp3r/RiBRU7342.mp3	Ethel Merman W- Johnny Green	I Get A Kick Out Of You	BRUNSWICK	7342	16397	1934	
http://www.jazz-on-line.com/a/mp3d/AtlRK-11.mp3	Erroll Garner Trio	I Get A Kick Out Of You	Atlantic	ARL 128	RK-11	1944	
http://www.jazz-on-line.com/a/mp3c/BLU031536.mp3	Charlie Barnet & His Orch	I Get Along Without You Very Well	BLUEBIRD	10119 A	031536	1939	
http://www.jazz-on-line.com/a/mp3w/1939_131.mp3	Jimmy Dorsey And His Orchestra Feat. Bob Eberly	I Get Along Without You Very Well	DECCA	2322A	65051	1939	
http://www.jazz-on-line.com/a/mp3a/CBS24091.mp3	Red Norvo And His Orchestra	I Get Along Without You Very Well (vterry Allen)	CBS	VO4648	24091	1939	
http://www.jazz-on-line.com/a/mp3a/RCA20-4141x.mp3	Tony Martin	I Get Ideas	RCA	20-4141		1951	
http://www.jazz-on-line.com/a/mp3o/DEC81308-A.mp3	Louis Armstrong - Sy Oliver	I Get Ideas	DECCA	27720A	81308-A	1951	
http://www.jazz-on-line.com/a/mp3w/1951_019.mp3	Tony Martin	I Get Ideas	RCA	20-4141		1951	
