Artist	Title	Label	Number	Matrix	Year	link_MP3
http://www.jazz-on-line.com/a/mp3a/COLHCO898.mp3	Kay Kyser And His Orchestra	Let's Get Lost	COLUMBIA	36673	HCO898	1942	
http://www.jazz-on-line.com/a/mp3r/RiUnkl.mp3	Teddy Powell & His Orchestra	Let's Get Lost	Unknown			1942	
http://www.jazz-on-line.com/a/mp3w/1943_030.mp3	Kay Kyser And His Orchestra	Let's Get Lost	COLUMBIA	36673	HCO898	1943	
http://www.jazz-on-line.com/a/mp3w/1943_051.mp3	Jimmy Dorsey And His Orchestra Feat. Bob Eberly	Let's Get Lost	DECCA	18532A	71060	1943	
http://www.jazz-on-line.com/a/mp3h/VOCB-26-2.mp3	Carolina Cotton Pickers	Let's Get Together	VOCALION	03527	B-26-2	1937	
http://www.jazz-on-line.com/a/mp3b/BruC-3028-.mp3	Jabbo Smith's Rhythm Aces (four Aces And The Jokers)	Let's Get Together	Brunswick	7065	C-3028-	1929	
http://www.jazz-on-line.com/a/mp3b/VarM-431-1.mp3	Lucky Millinder With Mills Blue Rhythm Band	Let's Get Together	Variety	634	M-431-1	1937	
http://www.jazz-on-line.com/a/mp3c/BRULA1111.mp3	Louis Prima's New Orleans Gang	Let's Get Together And Swing	BRUNSWICK	7740	LA1111	1936	
http://www.jazz-on-line.com/a/mp3c/COLRHCO10443.mp3	Frankie Laine & Jimmy Boyd	Let's Go Fishin'	COLUMBIA	40650	RHCO10443	1953	
http://www.jazz-on-line.com/a/mp3a/COLLA1040.mp3	Andy Iona's Novelty Four	Let's Go For Broke	COLUMBIA	3062 D	LA1040		
http://www.jazz-on-line.com/a/mp3e/V-D217A.mp3	Harry James And His Orchestra	Let's Go Home	V-DISC	217A			
http://www.jazz-on-line.com/a/mp3a/OKE31000.mp3	Charlie Spivak And His Orch	Let's Go Home	OKEH	6366	31000	1941	
http://www.jazz-on-line.com/a/mp3c/COLCO30307.mp3	Fletcher Henderson	Let's Go Home	COLUMBIA	36214	CO30307	1941	
http://www.jazz-on-line.com/a/mp3d/ColCO-30307-1.mp3	Fletcher Henderson And His Orchestra	Let's Go Home	Columbia	36214	CO-30307-1	1941	
http://www.jazz-on-line.com/a/mp3w/1909_049.mp3	Byron G. Harlan	Let's Go In To A Picture Show	Indestructable	1202		1909	
http://www.jazz-on-line.com/a/mp3a/CAP960x.mp3	Margaret Whiting - Jimmy Wakely	Let's Go To Church	CAPITOL	960			
http://www.jazz-on-line.com/a/mp3c/ARC16286-C-1.mp3	Louis Prima & His Gang	Let's Have A Jubilee	ARC	BR7394	16286-C-1	1934	
http://www.jazz-on-line.com/a/mp3b/DECB-16286-B.mp3	Louis Prima And His New Orleans Gang	Let's Have A Jubilee	DECCA	F-5499	B-16286-B	1934	
http://www.jazz-on-line.com/a/mp3b/BruB-16286-C.mp3	Louis Prima And His New Orleans Gang	Let's Have A Jubilee	Brunswick	7394	B-16286-C	1934	
http://www.jazz-on-line.com/a/mp3b/ColCO-15036-A.mp3	Mills Blue Rhythm Band	Let's Have A Jubilee	Columbia	2963-D	CO-15036-A	1934	
http://www.jazz-on-line.com/a/mp3c/COLHCO10126.mp3	Frankie Laine & Jo Stafford	Let's Have A Party	COLUMBIA	39672	HCO10126		
http://www.jazz-on-line.com/a/mp3b/VIC010599.mp3	Bunny Berigan & His Orch	Let's Have Another Cigarette	VICTOR	25613B	010599	1937	
http://www.jazz-on-line.com/a/mp3a/BLU068837.mp3	Glenn Miller And His Orch	Let's Have Another Cup Of Coffee	BLUEBIRD	11450-A	068837	1942	
http://www.jazz-on-line.com/a/mp3a/COLW152175.mp3	Enrique Madriguera Biltmore Or	Let's Have Another Cup Of Coffee	COLUMBIA	2651	W152175	1932	
http://www.jazz-on-line.com/a/mp3r/RiCol2651-D.mp3	Enrique Madriguera Biltmore Orchestra	Let's Have Another Cup Of Coffee	Columbia	2651-D		1932	
http://www.jazz-on-line.com/a/mp3a/VIC71890-1.mp3	Fred Waring's Pennsylvanians	Let's Have Another Cup Of Coffee (vcb)	VICTOR	22936	71890-1	1932	
http://www.jazz-on-line.com/a/mp3c/BRULA1116.mp3	Louis Prima's New Orleans Gang	Let's Have Fun	BRUNSWICK	7709	LA1116	1936	
http://www.jazz-on-line.com/a/mp3c/BLU02520.mp3	Washboard Wonders	Let's Incorforate	BLUEBIRD	6761	02520	1936	
http://www.jazz-on-line.com/a/mp3c/MUS5317.mp3	Georgie Auld & His Orchestra	Let's Jump	MUSICRAFT	15046	5317	1945	
http://www.jazz-on-line.com/a/mp3a/COLCO45227.mp3	Carl Smith W String Band	Let's Live A Little	COLUMBIA	20796	CO45227		
http://www.jazz-on-line.com/a/mp3c/DEC62678.mp3	Edgar Hayes & His Orch.	Let's Love	DECCA	1665B	62678	1937	
http://www.jazz-on-line.com/a/mp3a/CAPxy.mp3	Walter Brown - Jay Mcshann	Let's Love Awhile	CAPITOL				
http://www.jazz-on-line.com/a/mp3t/TS480781.mp3	Jay Mcshann & His Orch.ben Webster	Let's Love Awhile				1949	Jay McShann (p), Ben Webster (ts)
http://www.jazz-on-line.com/a/mp3c/DECC92095.mp3	Village Boys	Let's Make Believe We're Sweethearts	DECCA	5834	C92095	1940	
http://www.jazz-on-line.com/a/mp3d/Col26657-A.mp3	Count Basie And His Orchestra	Let's Make Hey While The Sun Shines	Columbia	35500	26657-A	1940	
http://www.jazz-on-line.com/a/mp3a/COLW141803-3.mp3	Art Gillam	Let's Make Up	COLUMBIA	892 D	W141803-3	1926	
http://www.jazz-on-line.com/a/mp3w/1928_203.mp3	Ben Bernie And His Orchestra Feat. V/scrappy Lambert And Billy Hillpot	Let's Misbehave	BRUNSWICK	3761	25745	1928	
http://www.jazz-on-line.com/a/mp3b/BRU25745.mp3	Ben Bernie & His Orch	Let's Misbehave (v S L- B H)	BRUNSWICK	3761	25745	1927	
http://www.jazz-on-line.com/a/mp3b/DEC60981-A.mp3	Bob Howard & His Orch	Let's Not Fall In Love	DECCA	839B	60981-A	1936	
http://www.jazz-on-line.com/a/mp3c/DEC62800.mp3	Woody Herman & His Orchestra	Let's Pitch A Little Woo	DECCA	1570	62800	1937	
http://www.jazz-on-line.com/a/mp3c/VIC84421.mp3	Fats Waller And His Rhythm	Let's Pretend There's A Moon	VICTOR	24742	84421	1934	
http://www.jazz-on-line.com/a/mp3b/Vic84421-1.mp3	"fats" Waller And His Rhythm	Let's Pretend There's A Moon	Victor	24742	84421-1	1934	
http://www.jazz-on-line.com/a/mp3a/COLW152298-2.mp3	Rudy Vallee Connect.yankees	Let's Put Out The Lights	COLUMBIA	2715 D	W152298-2	1932	
http://www.jazz-on-line.com/a/mp3c/COLZSP7457.mp3	Bing Crosby	Let's Put Out The Lights	COLUMBIA	39521	ZSP7457	1932	
http://www.jazz-on-line.com/a/mp3w/1932_020.mp3	Rudy Vallee And His Connecticut Yankees	Let's Put Out The Lights	COLUMBIA	2715 D	W152298-2	1932	
http://www.jazz-on-line.com/a/mp3a/BRU12510-A.mp3	Bing Crosby	Let's Put Out The Lights (and Go To Sleep)	BRUNSWICK	6414	12510-A	1932	
http://www.jazz-on-line.com/a/mp3b/BRU12294.mp3	Ben Bernie & His Orch	Let's Put Out The Lights (and Go To Sleep)	BRUNSWICK	6385	12294	1932	
http://www.jazz-on-line.com/a/mp3w/1932_128.mp3	Ben Bernie And His Orchestra	Let's Put Out The Lights (and Go To Sleep)	BRUNSWICK	6385	12294	1932	
http://www.jazz-on-line.com/a/mp3a/VIC73581-1.mp3	Paul Whiteman And His Orch	Let's Put Out The Lights (ramona)	VICTOR	24140	73581-1	1932	
http://www.jazz-on-line.com/a/mp3c/BLU068701.mp3	Abe Lyman & His Californians	Let's Put The Ax To The Axis	BLUEBIRD	11410	068701	1941	
http://www.jazz-on-line.com/a/mp3e/V-D356A1.mp3	The Merry Macs	Let's Sing A Song About Susie	V-DISC	356A1			
http://www.jazz-on-line.com/a/mp3w/1944_163.mp3	Merry Macs	Let's Sing A Song About Susie	DECCA	18622	L3483	1944	
http://www.jazz-on-line.com/a/mp3c/VIC101671-1.mp3	Fats Waller And His Rhythm	Let's Sing Again	VICTOR	25348	101671-1	1936	
http://www.jazz-on-line.com/a/mp3w/1936_200.mp3	Bobby Breen	Let's Sing Again	DECCA	798A	61101	1936	
http://www.jazz-on-line.com/a/mp3b/Vic101671-1.mp3	"fats" Waller And His Rhythm	Let's Sing Again	Victor	25398	101671-1  	1936	
http://www.jazz-on-line.com/a/mp3c/VIC48286-4.mp3	Ben Pollack Park Central Orch	Let's Sit And Talk About You	VICTOR	21858	48286-4	1929	
http://www.jazz-on-line.com/a/mp3b/ColLA90-B.mp3	Lennie  Hayton  And  His  Orchestra	Let's Spend An Evening At Home	Columbia		LA90-B	1933	
http://www.jazz-on-line.com/a/mp3b/ColLA90-A.mp3	Lennie  Hayton  And  His  Orchestra	Let's Spend An Evening At Home	Columbia	DO1086	LA90-A	1933	
http://www.jazz-on-line.com/a/mp3e/BANLA90-A.mp3	Bing Crosby	Let's Spend The Evening At Home	BANNER	33163	LA90-A	1933	
http://www.jazz-on-line.com/a/mp3a/VOCDAL941.mp3	Hi-flyers	Let's Spend The Night In Hawaii	VOCALION	5000	DAL941	1939	
http://www.jazz-on-line.com/a/mp3c/ARC17260-2.mp3	Wingy Manone & His Orch	Let's Spill The Beans	ARC	VO2934	17260-2	1935	
http://www.jazz-on-line.com/a/mp3e/DECDLA2990.mp3	Bing Crosby - Bob Crosby Orch	Let's Start The New Year Right	DECCA	18429B	DLA2990	1942	
http://www.jazz-on-line.com/a/mp3c/CBS24017-1.mp3	Horace Heidt & Musical Knights	Let's Stop The Clock (vlarry Cotton)	CBS	BR8309	24017-1	1939	
http://www.jazz-on-line.com/a/mp3c/ARC17782.mp3	Wingy Manone & His Orch	Let's Swing It	ARC	VO2990	17782	1935	
http://www.jazz-on-line.com/a/mp3b/BruB-17740-1-2.mp3	Louis Prima And His New Orleans Gang	Let's Swing It	Brunswick	7479	B-17740-1-2	1935	
http://www.jazz-on-line.com/a/mp3c/VIC92230.mp3	Ray Noble & His Orch	Let's Swing It (v4) ('earl Carroll Sketchbook')	VICTOR	25070	92230	1935	
http://www.jazz-on-line.com/a/mp3w/1949_139.mp3	Perry Como Feat. Mitchell Ayres' Orchestra	Let's Take An Old-fashioned Walk	RCA Victor	78-3469		1949	
http://www.jazz-on-line.com/a/mp3w/1949_153.mp3	Doris Day And Frank Sinatra Feat. Axel Stordahl's Orchestra	Let's Take An Old-fashioned Walk	COLUMBIA	38513	HCO3748	1949	
http://www.jazz-on-line.com/a/mp3c/RCAD4VB1054.mp3	Artie Shaw And His Orchestra	Let's Take The Long Way Home	RCA	20-1620	D4VB1054	1944	
http://www.jazz-on-line.com/a/mp3c/COLCCO4323.mp3	Cab Calloway & His Orch	Let's Take The Long Way Home	COLUMBIA	36786	CCO4323	1945	
http://www.jazz-on-line.com/a/mp3e/DECL3678.mp3	Bing Crosby - J.s.trotter	Let's Take The Long Way Home	DECCA	18644	L3678	1944	
http://www.jazz-on-line.com/a/mp3w/1945_199.mp3	Jo Stafford	Let's Take The Long Way Home	Capitol	181	404	1945	
http://www.jazz-on-line.com/a/mp3w/1945_255.mp3	Cab Calloway And His Orchestra	Let's Take The Long Way Home	COLUMBIA	36786	CCO4323	1945	
http://www.jazz-on-line.com/a/mp3c/HITT475.mp3	Louis Prima & His Orch	Let's Take The Long Way Home (v L C)	HIT OF THE WEEK	7118	T475	1944	
http://www.jazz-on-line.com/a/mp3w/1926_172.mp3	Ruth Etting	Let's Talk About My Sweetie	COLUMBIA	580 D	W141671	1926	
http://www.jazz-on-line.com/a/mp3c/CBS6441-2.mp3	Sam Lanin And His Orchestra	Let's Talk About My Sweetie  (244?)	CBS	BA1711	6441-2	1926	
http://www.jazz-on-line.com/a/mp3e/DECDLA1692.mp3	Bing Crosby & Trotter's Orch	Let's Tie The Old Forget-me-not	DECCA	2273B	DLA1692	1938	
http://www.jazz-on-line.com/a/mp3e/BRUJC8597.mp3	Bing Crosby W Isham Jones	Let's Try Again	BRUNSWICK	6320	JC8597	1932	
http://www.jazz-on-line.com/a/mp3d/ColWC-307D-A.mp3	Jimmie Lunceford And His Orchestra	Let's Try Again	Columbia	35725	WC-307D-A	1940	
http://www.jazz-on-line.com/a/mp3a/MUS5408.mp3	Artie Shaw And His Orchestra	Let's Walk	MUSICRAFT	357	5408	1945	
http://www.jazz-on-line.com/a/mp3e/DECDLA1071.mp3	Bing Crosby Acc E.dunstedter	Let's Waltz For Old Time's Sake	DECCA	1554	DLA1071	1937	
http://www.jazz-on-line.com/a/mp3d/DecDLA1071-B.mp3	Bing Crosby And Eddie Dunstedter	Let's Waltz For Old-time's-sake	Decca	1554  	DLA1071-B 	1937	
http://www.jazz-on-line.com/a/mp3a/ARC12510-A.mp3	Bing Crosby	Lets Put Out The Lights	ARC	BR6414	12510-A	1932	
http://www.jazz-on-line.com/a/mp3a/BLU87641.mp3	Harry Chatmon (p.carter)	Letter From Texas	BLUEBIRD	6009	87641	1935	
http://www.jazz-on-line.com/a/mp3b/Joh065.mp3	Harry Roy And His Band	Let’s Be Buddies	Regal Zonophone	MR-3493	CAR-6069-1	1941	
http://www.jazz-on-line.com/a/mp3b/KinKJ-17-1.mp3	Mezzrow - Bechet Septet	Levee Blues	King Jazz	144	KJ-17-1  	1945	
http://www.jazz-on-line.com/a/mp3b/VocE-35986-B.mp3	The Chocolate Dandies	Levee Low Down ? V D R	Vocallon	1646	E-35986-B	1931	
http://www.jazz-on-line.com/a/mp3c/OKE28514.mp3	Cab Calloway & His Orch	Levee Lullaby	OKEH	5950	28514	1940	
http://www.jazz-on-line.com/a/mp3w/1930_119.mp3	Earl Burtnett And His Los Angeles Biltmore Hotel Orchestra	Leven Thirty Saturday Night	BRUNSWICK	4754		1930	
http://www.jazz-on-line.com/a/mp3e/DEC74122.mp3	Buddy Johnson And His Orch.	Li'l Dog	DECCA	48076	74122	1947	
http://www.jazz-on-line.com/a/mp3c/CHAX0191.mp3	Duke Ellington & His Orchestra	Li'l Farina	CHAMPION	15120	X0191	1926	
http://www.jazz-on-line.com/a/mp3h/GenX-191-A.mp3	Duke Ellington & His Orchestra	Li'l Farina	Gennett	3342	X-191-A	1926	
http://www.jazz-on-line.com/a/mp3a/COLH374.mp3	Bob Wills And His Texas Playboys	Li'l Liza Jane	COLUMBIA	37664	H374	1941	
http://www.jazz-on-line.com/a/mp3c/COLW147253-1.mp3	Gid Tanner's Skillet Lickers	Liberty	COLUMBIA	15334 D	W147253-1	1928	
http://www.jazz-on-line.com/a/mp3b/VIC21251-5.mp3	Peerless Qt	Liberty Bell, It's Time To Ring	VICTOR	18434	21251-5	1918	
http://www.jazz-on-line.com/a/mp3b/VIC21275-2.mp3	Sousa's Band	Liberty Loan March	VICTOR	18430	21275-2	1917	
http://www.jazz-on-line.com/a/mp3w/1918_037.mp3	Sousa's Band	Liberty Loan March	VICTOR	18430	21275-2	1918	
http://www.jazz-on-line.com/a/mp3d/HMWOSW-150-1.mp3	Django Reinhardt Et Le Quintette Du Hot Club De France	Liebesfreud	HMW	FELP 236	OSW-150-1	1940	
http://www.jazz-on-line.com/a/mp3c/VIC04933.mp3	Tommy Dorsey & His Orch	Liebestraum	VICTOR	25539	04933	1937	
http://www.jazz-on-line.com/a/mp3o/DEC68528-A.mp3	Jan Savitt And His Orchestra	Liebestraum	DECCA	3876A	68528-A	1941	
http://www.jazz-on-line.com/a/mp3r/RiDec3876.mp3	Jan Savitt & His Orchestra	Liebestraum	Decca	3876		1941	
http://www.jazz-on-line.com/a/mp3d/HMVOLA-1714-1.mp3	Django Reinhardt Et Le Quintette Du Hot Club De France	Liebestraum No 3	HMV	B-8737	OLA-1714-1	1937	
http://www.jazz-on-line.com/a/mp3e/BAN10977-1.mp3	Gene Austen With Ben Pollack Orchestra	Lies	BANNER	32325	10977-1	1931	
http://www.jazz-on-line.com/a/mp3w/1931_213.mp3	Gene Austin Feat. O/ben Pollack	Lies	Perfect	15542		1931	
http://www.jazz-on-line.com/a/mp3w/1952_305.mp3	Perry Como Feat. O/hugo Winterhalter, Bv/the Ramblers	Lies	RCA Victor	5064		1952	
http://www.jazz-on-line.com/a/mp3b/CHAE60593.mp3	Len Herman & Orch (red Norvo)	Life Begins When You're In Love	CHAMPION	40101	E60593	1936	
http://www.jazz-on-line.com/a/mp3w/1936_307.mp3	Isham Jones And His Orchestra	Life Begins When You're In Love	DECCA	704A	60429-A	1936	
http://www.jazz-on-line.com/a/mp3b/BRU18612-1.mp3	Teddy Wilson And His Orchestra	Life Begins When You're In Love (v B. Holiday)	BRUNSWICK	7612	18612-1	1936	
http://www.jazz-on-line.com/a/mp3l/DEC60429-A.mp3	Isham Jones And His Orchestra	Life Begins When You're In Love - Vocal Woody Herman	Decca	704A	60429-A	1936	
http://www.jazz-on-line.com/a/mp3w/1948_113.mp3	Carson Robison	Life Gets Tee-jus, Don't It?	MGM	10224	47S309	1948	
http://www.jazz-on-line.com/a/mp3a/CBS22086-2.mp3	Harry James And His Orchestra	Life Goes To A Party	CBS	BR8035	22086-2	1937	
http://www.jazz-on-line.com/a/mp3a/VIC017044-2.mp3	Benny Goodman And His Orchestra	Life Goes To A Party	VICTOR	25726A	017044-2	1937	
http://www.jazz-on-line.com/a/mp3h/BruB-22086-2.mp3	Harry James And His Orchestra	Life Goes To A Party	Brunswick	8035	B-22086-2	1937	
http://www.jazz-on-line.com/a/mp3t/TS480640.mp3	Benny Goodman And His Orchestra	Life Goes To A Party	Columbia	SL160		1938	Carnegie Hall'' Concert:<br>Harry James, Ziggy Elman, Gordon Griffin (tp), Red Ballard, Vernon Brown (tb), Benny Goodman (cl), Hymie Schertzer, George Koenig (as), Arthur Rollini, Babe Russin (ts), Jess Stacy (p), Allen Reuss (g), Harry Goodman (sb), Gene Krupa (dm)
http://www.jazz-on-line.com/a/mp3b/COL77413.mp3	Lt.gitz Rice & Henry Burr	Life In A Trench In Belgium	COLUMBIA	A-2410	77413	1917	
http://www.jazz-on-line.com/a/mp3w/1917_146a.mp3	Lieutenant Gitz Rice Of The First Canadians And Henry Burr	Life In A Trench In Belgium - Part 1	COLUMBIA	2410	77413	1917	
http://www.jazz-on-line.com/a/mp3w/1917_146b.mp3	Lieutenant Gitz Rice Of The First Canadians And Henry Burr	Life In A Trench In Belgium - Part 2	COLUMBIA	2410	77414	1917	
http://www.jazz-on-line.com/a/mp3w/1918_146c.mp3	Lieutenant Gitz Rice Of The First Canadians And Henry Burr	Life In A Trench In Belgium - Part 3	COLUMBIA	2583	77498	1918	
http://www.jazz-on-line.com/a/mp3w/1918_146d.mp3	Lieutenant Gitz Rice Of The First Canadians And Henry Burr	Life In A Trench In Belgium - Part 4	COLUMBIA	2583	77502	1918	
http://www.jazz-on-line.com/a/mp3a/ARC17250.mp3	Ruth Etting	Life Is A Song	ARC	CO3031D	17250	1935	
http://www.jazz-on-line.com/a/mp3c/COL17250.mp3	Ruth Etting	Life Is A Song	COLUMBIA	3031 D	17250	1935	
http://www.jazz-on-line.com/a/mp3w/1935_016.mp3	Ruth Etting	Life Is A Song	COLUMBIA	3031 D	17250	1935	
http://www.jazz-on-line.com/a/mp3d/Dec70096-A.mp3	Jimmie Lunceford And His Orchestra	Life Is Fine	Decca	4289	70096-A	1941	
http://www.jazz-on-line.com/a/mp3w/1953_327.mp3	Jaye P. Morgan	Life Is Just A Bowl Of Cherries	DECCA	29611	87696	1953	
http://www.jazz-on-line.com/a/mp3w/1931_046.mp3	Rudy Vallee And His Connecticut Yankees	Life Is Just A Bowl Of Cherries	Victor	22783		1931	
http://www.jazz-on-line.com/a/mp3o/VIC70156-1.mp3	Rudy Vallée And His Connecticut Yankees Vocal Refrain By Rudy Vallée, Frank Frisselle And Sy Baker	Life Is Just A Bowl Of Cherries (from George White's Scandals Of 1931)	VICTOR	22783	70156-1	1931	
http://www.jazz-on-line.com/a/mp3e/CBS23235.mp3	Bud Freeman And His Band	Life Spears A Jitterbug	CBS	CM507	23235	1938	
http://www.jazz-on-line.com/a/mp3d/APOR-1011.mp3	Earl Hines Sextet	Life With Fatha	APOLLO	365	R-1011	1944	
http://www.jazz-on-line.com/a/mp3d/ApoR-1011.mp3	Earl Hines Sextet	Life With Fatha	Apollo	356	R-1011	1944	
http://www.jazz-on-line.com/a/mp3w/1911_055.mp3	George M. Cohan	Life's A Funny Proposition, After All	VICTOR	60042		1911	
http://www.jazz-on-line.com/a/mp3a/VIC075407.mp3	Tommy Dorsey And His Orch	Light A Candle In The Chapel	VICTOR	27941	075407	1942	
http://www.jazz-on-line.com/a/mp3w/1942_194.mp3	Tommy Dorsey And His Orchestra Feat. Frank Sinatra	Light A Candle In The Chapel	VICTOR	27941	075407	1942	
http://www.jazz-on-line.com/a/mp3c/VOCM941.mp3	Buster Bailey Rhythm Busters	Light Up	VOCALION	4564	M941	1938	
http://www.jazz-on-line.com/a/mp3w/1953_248.mp3	Rusty Draper Feat. D/david Carroll; V/jack Halloran Singers	Lighthouse	MERCURY	70188		1953	
http://www.jazz-on-line.com/a/mp3b/BRULA1757.mp3	Gene Krupa & His Orch	Lightly And Politely	BRUNSWICK	8274	LA1757	1938	
http://www.jazz-on-line.com/a/mp3c/VIC019423.mp3	Tommy Dorsey & His Orch	Lightly And Politely	VICTOR	26085	019423	1938	
http://www.jazz-on-line.com/a/mp3b/BLU040479-1.mp3	Earl Hines And His Orchestra	Lightly And Politely	BLUEBIRD	B-10727	040479-1	1939	Walter Fuller (tp,vcl) Milton Fletcher, Ed Sims (tp) George Dixon (tp,as) Ed Burke, John Ewing, Joe McLewis (tb) Omer Simeon (cl,bar) Leroy Harris (as,vcl) Budd Johnson (cl,as,ts,bar) Robert Crowder (ts) Earl Hines (p) Claude Roberts (g) Quinn Wilson (b) Alvin Burroughs (d) Laura Rucker (vcl) Horace Henderson, Jimmy Mundy, Elmer "Skippy" Williams (arr)
http://www.jazz-on-line.com/a/mp3e/BruB-12344-A.mp3	Duke Ellington And His Famous Orchestra	Lightnin'	Brunswick	6404	B-12344-A	1932	
http://www.jazz-on-line.com/a/mp3o/IMPHTN506-1.mp3	Lightnin' Hopkins	Lightnin' Boogie	IMPERIAL	5852	HTN506-1	1948	
http://www.jazz-on-line.com/a/mp3b/VICOB950.mp3	Ray Noble & His Orch	Lights Of Paris	VICTOR	24004	OB950	1931	
http://www.jazz-on-line.com/a/mp3w/1932_051.mp3	Ray Noble And His Orchestra	Lights Of Paris	VICTOR	24004	OB950	1932	
http://www.jazz-on-line.com/a/mp3a/CAP5130-4.mp3	Tommy Douglas And His Orch	Lights Out	CAPITOL		5130-4		
http://www.jazz-on-line.com/a/mp3a/VIC98458.mp3	Eddy Duchin And His Orch	Lights Out	VICTOR	25212A	98458	1935	
http://www.jazz-on-line.com/a/mp3w/1936_025.mp3	Eddy Duchin And His Orchestra	Lights Out	VICTOR	25212A	98458	1936	
http://www.jazz-on-line.com/a/mp3o/DECDLA2439.mp3	Bing Crosby	Lights Out Till Reveille	DECCA	3886A	DLA2439	1941	
http://www.jazz-on-line.com/a/mp3c/COL16366.mp3	Benny Goodman And His Orchestra	Like A Bolt From The Blue	COLUMBIA	2988 D	16366	1934	
http://www.jazz-on-line.com/a/mp3b/Voc16467-1.mp3	Mills Blue Rhythm Band	Like A Bolt From The Blue	Vocalion	2867	16467-1	1934	
http://www.jazz-on-line.com/a/mp3d/DecDLA-1011-A.mp3	Jimmie Lunceford And His Orchestra	Like A Ship At Sea	Decca	1617	DLA-1011-A	1937	Jimmie Lunceford dir. Eddie Tompkins-t-v/Paul Webster-t/Sy  O1iver-t-v-a/Elmer Crumbley-Russell Bowles-tb/James ''Trummy'' Young-tb-v/Willie Smith-cl-as-bar-v-a/Earl Carruthers-cl-as-bar/Ted Buckner-as/Dan Grissom-as-v/Joe Thomas-cl-ts/Edwin Willcox-
http://www.jazz-on-line.com/a/mp3a/VIC38782.mp3	Vaughn Deleath	Like An Angel You Flew Into Everyone's Heart	VICTOR	20674-B	38782	1927	
http://www.jazz-on-line.com/a/mp3a/BRULA94-A.mp3	Gus Arnheim And His Orch	Like Me A Little Bit Less	BRUNSWICK	6729	LA94-A	1933	
http://www.jazz-on-line.com/a/mp3b/VocC-689-1.mp3	Jimmie Noone And His Orchestra	Like Me A Little Bit Less - V E P	Vocalion 	2619	C-689-1	1933	
http://www.jazz-on-line.com/a/mp3c/DECL3410.mp3	Bing Crosby	Like Someone In Love	DECCA	18640	L3410	1944	
http://www.jazz-on-line.com/a/mp3t/TS480418.mp3	Art Blakey And Benny Golson: Jazz Messengers	Like Someone In Love	RCA	430044		1958	Art Blakey, D, Benny Golson, Ts, Lee Morgan, T,: Jymie Merritt, B, Bobby Timmons, P
http://www.jazz-on-line.com/a/mp3t/TS480536.mp3	Art Farmer Quintet	Like Someone In Love	United Artists	UAL4007		1958	Art Farmer, T, Flh, Benny Golson, Ts, Addison Farmer, B, Bill Evans, P, Dave Bailey, D, Gigi Gryce, Ar
http://www.jazz-on-line.com/a/mp3c/OKE28751-1.mp3	Gene Krupa & His Orch	Like The Fella Once Said	OKEH	5836	28751-1	1940	
http://www.jazz-on-line.com/a/mp3h/EDI18336-C.mp3	Oreste And His Queensland Orch	Lila (ft)	EDISON	52273	18336-C	1928	
http://www.jazz-on-line.com/a/mp3o/DEC66293.mp3	Bob Crosby And His Orch	Lilacs In The Rain	DECCA	2763A	66293	1939	
http://www.jazz-on-line.com/a/mp3w/1939_114.mp3	Charlie Barnet And His Orchestra Feat. Del Casino	Lilacs In The Rain	BLUEBIRD	10439	36484	1939	
http://www.jazz-on-line.com/a/mp3w/1939_040.mp3	Bob Crosby And His Orchestra	Lilacs In The Rain	DECCA	2763A	66293	1939	
http://www.jazz-on-line.com/a/mp3c/BLU036484.mp3	Charlie Barnet & His Orch	Lilacs In The Rain (v  D C)	BLUEBIRD	10439	036484	1939	
http://www.jazz-on-line.com/a/mp3a/DEC72237.mp3	Hildegarde	Lili Marlene	DECCA	23348	72237	1944	
http://www.jazz-on-line.com/a/mp3e/V-D305B2.mp3	Vaughn Monroe	Lili Marlene	V-DISC	305B2			
http://www.jazz-on-line.com/a/mp3w/1944_117.mp3	Perry Como	Lili Marlene	RCA	20-1592		1944	
http://www.jazz-on-line.com/a/mp3w/1945_222.mp3	Pied Pipers	Lily Belle	Capitol	207		1945	
http://www.jazz-on-line.com/a/mp3w/1945_091.mp3	Freddy Martin And His Orchestra	Lily Belle	RCA	20-1712		1945	
http://www.jazz-on-line.com/a/mp3d/UltP-77240.mp3	Django Reinhardt Et Le Quintette Du Hot Club De France Avec Stéphane Grapelly	Lily Belle May June	Ultraphone	AP-1444	P-77240	1935	
http://www.jazz-on-line.com/a/mp3c/DECDLA2946.mp3	Bing Crosby & Mary Martin	Lily Of Laguna	DECCA	18278A	DLA2946	1942	
http://www.jazz-on-line.com/a/mp3b/VIC19883-2.mp3	Arthur Collins-byron Harlan	Lily Of The Valley	VICTOR	18398	19883-2	1917	
http://www.jazz-on-line.com/a/mp3w/1917_057.mp3	Arthur Collins And Byron Harlan	Lily Of The Valley	COLUMBIA	A-2296	77125	1917	
http://www.jazz-on-line.com/a/mp3r/RiSwel.mp3	Glen Gray & His Orchestra	Limehouse Blues	Sweet & Hot - Jazz A			1934	
http://www.jazz-on-line.com/a/mp3a/OKE31610-1.mp3	Benny Goodman Sextet	Limehouse Blues	OKEH	6486	31610-1	1941	
http://www.jazz-on-line.com/a/mp3c/DEC38639.mp3	Mills Brothers	Limehouse Blues	DECCA	267B	38639	1934	
http://www.jazz-on-line.com/a/mp3c/VIC047078.mp3	Larry Clinton & His Orchestra	Limehouse Blues	VICTOR	26523A	047078	1940	
